てすと０１,四期,テスト０１,ヨンキ,TEST01,YONKI,20000101,男,100-0001,東京都なにがし１－２－３　テスト荘０１,,0,,03-1234-0001,090-5555-0001,080-2222-0001,てすと０１,保護乃助,保護者０１,01250F,公立,北海道,おといねっぷ０１,,高校課程,普通科,その他出身校０１,201809,15000,342,01,20180601111101,1,I4000001,100001,,,,13,国名０１,在留資格０１,,710106110001,720106110001,,,日本語学校名０１,201808,,日本語能力試験（JLPT）=N1;実用日本語検定（J.TEST）=1234;日本留学試験（EJU）=1234;日本の大学の卒業者=1,20180601000001,指導教員名０１,研究テーマ０１,母語０１,abc.def@hoge.com.01,,,JEP-TEST-01,,,,,,,,,,,809411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
てすと０２,四期,テスト０２,ヨンキ,TEST02,YONKI,20000102,男,100-0002,東京都なにがし１－２－３　テスト荘０２,,0,,03-1234-0002,090-5555-0002,080-2222-0002,てすと０２,保護乃助,保護者０２,,,,,ゆるふわ大学０２,,,,,15000,342,01,20180601111102,1,I4000002,100002,,,,13,国名０２,在留資格０２,,710106110002,720106110002,,,日本語学校名０２,201808,,日本語能力試験（JLPT）=N1;実用日本語検定（J.TEST）=1234;日本留学試験（EJU）=1234;日本の大学の卒業者=1,20180601000002,指導教員名０２,研究テーマ０２,母語０２,abc.def@hoge.com.02,,,JEP-TEST-02,,,,,,,,,,,819412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
てすと０３,四期,テスト０３,ヨンキ,TEST03,YONKI,20000103,男,100-0003,東京都なにがし１－２－３　テスト荘０３,,0,,03-1234-0003,090-5555-0003,080-2222-0003,てすと０３,保護乃助,保護者０３,,,,,ゆるふわ大学０３,,,,,15000,342,01,20180601111103,1,I4000003,100003,,,,13,国名０３,在留資格０３,,710106110003,720106110003,,,日本語学校名０３,201808,,日本語能力試験（JLPT）=N1;実用日本語検定（J.TEST）=1234;日本留学試験（EJU）=1234;日本の大学の卒業者=1,20180601000001,指導教員名０３,研究テーマ０３,母語０３,abc.def@hoge.com.03,,,JEP-TEST-03,,,,,,,,,,,829413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
てすと０４,四期,テスト０４,ヨンキ,TEST04,YONKI,20000104,男,100-0004,東京都なにがし１－２－３　テスト荘０４,,0,,03-1234-0004,090-5555-0004,080-2222-0004,てすと０４,保護乃助,保護者０４,,,,,ゆるふわ大学０４,,,,,15000,342,01,20180601111104,1,I4000004,100004,,,,13,国名０４,在留資格０４,,710106110004,720106110004,,,日本語学校名０４,201808,,日本語能力試験（JLPT）=N1;実用日本語検定（J.TEST）=1234;日本留学試験（EJU）=1234;日本の大学の卒業者=1,20180601000002,指導教員名０４,研究テーマ０４,母語０４,abc.def@hoge.com.04,,,JEP-TEST-04,,,,,,,,,,,839421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
てすと０５,四期,テスト０５,ヨンキ,TEST05,YONKI,20000105,男,100-0005,東京都なにがし１－２－３　テスト荘０５,,0,,03-1234-0005,090-5555-0005,080-2222-0005,てすと０５,保護乃助,保護者０５,,,,,ゆるふわ大学０５,,,,,15000,342,01,20180601111105,1,I4000005,100005,,,,13,国名０５,在留資格０５,,710106110005,720106110005,,,日本語学校名０５,201808,,日本語能力試験（JLPT）=N1;実用日本語検定（J.TEST）=1234;日本留学試験（EJU）=1234;日本の大学の卒業者=1,20180601000001,指導教員名０５,研究テーマ０５,母語０５,abc.def@hoge.com.05,,,JEP-TEST-05,,,,,,,,,,,849422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
てすと０６,四期,テスト０６,ヨンキ,TEST06,YONKI,20000106,男,100-0006,東京都なにがし１－２－３　テスト荘０６,,0,,03-1234-0006,090-5555-0006,080-2222-0006,てすと０６,保護乃助,保護者０６,,,,,ゆるふわ大学０６,,,,,15000,342,01,20180601111106,1,I4000006,100006,,,,13,国名０６,在留資格０６,,710106110006,720106110006,,,日本語学校名０６,201808,,日本語能力試験（JLPT）=N1;実用日本語検定（J.TEST）=1234;日本留学試験（EJU）=1234;日本の大学の卒業者=1,20180601000002,指導教員名０６,研究テーマ０６,母語０６,abc.def@hoge.com.06,,,JEP-TEST-06,,,,,,,,,,,859423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
てすと０７,四期,テスト０７,ヨンキ,TEST07,YONKI,20000107,男,100-0007,東京都なにがし１－２－３　テスト荘０７,,0,,03-1234-0007,090-5555-0007,080-2222-0007,てすと０７,保護乃助,保護者０７,,,,,ゆるふわ大学０７,,,,,15000,342,01,20180601111107,1,I4000007,100007,,,,13,国名０７,在留資格０７,,710106110007,720106110007,,,日本語学校名０７,201808,,日本語能力試験（JLPT）=N1;実用日本語検定（J.TEST）=1234;日本留学試験（EJU）=1234;日本の大学の卒業者=1,20180601000001,指導教員名０７,研究テーマ０７,母語０７,abc.def@hoge.com.07,,,JEP-TEST-07,,,,,,,,,,,869431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
てすと０８,四期,テスト０８,ヨンキ,TEST08,YONKI,20000108,男,100-0008,東京都なにがし１－２－３　テスト荘０８,,0,,03-1234-0008,090-5555-0008,080-2222-0008,てすと０８,保護乃助,保護者０８,,,,,ゆるふわ大学０８,,,,,15000,342,01,20180601111108,1,I4000008,100008,,,,13,国名０８,在留資格０８,,710106110008,720106110008,,,日本語学校名０８,201808,,日本語能力試験（JLPT）=N1;実用日本語検定（J.TEST）=1234;日本留学試験（EJU）=1234;日本の大学の卒業者=1,20180601000002,指導教員名０８,研究テーマ０８,母語０８,abc.def@hoge.com.08,,,JEP-TEST-08,,,,,,,,,,,899432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
てすと０９,四期,テスト０９,ヨンキ,TEST09,YONKI,20000109,男,100-0009,東京都なにがし１－２－３　テスト荘０９,,0,,03-1234-0009,090-5555-0009,080-2222-0009,てすと０９,保護乃助,保護者０９,,,,,ゆるふわ大学０９,,,,,15000,342,01,20180601111109,1,I4000009,100009,,,,13,国名０９,在留資格０９,,710106110009,720106110009,,,日本語学校名０９,201808,,日本語能力試験（JLPT）=N1;実用日本語検定（J.TEST）=1234;日本留学試験（EJU）=1234;日本の大学の卒業者=1,20180601000001,指導教員名０９,研究テーマ０９,母語０９,abc.def@hoge.com.09,,,JEP-TEST-09,,,,,,,,,,,809433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
てすと１０,四期,テスト１０,ヨンキ,TEST10,YONKI,20000110,男,100-0010,東京都なにがし１－２－３　テスト荘１０,,0,,03-1234-0010,090-5555-0010,080-2222-0010,てすと１０,保護乃助,保護者１０,,,,,ゆるふわ大学１０,,,,,15000,342,01,20180601111110,1,I4000010,100010,,,,13,国名１０,在留資格１０,,710106110010,720106110010,,,日本語学校名１０,201808,,日本語能力試験（JLPT）=N1;実用日本語検定（J.TEST）=1234;日本留学試験（EJU）=1234;日本の大学の卒業者=1,20180601000002,指導教員名１０,研究テーマ１０,母語１０,abc.def@hoge.com.10,,,JEP-TEST-10,,,,,,,,,,,819441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
てすと１１,四期,テスト１１,ヨンキ,TEST11,YONKI,20000111,男,100-0011,東京都なにがし１－２－３　テスト荘１１,,0,,03-1234-0011,090-5555-0011,080-2222-0011,てすと１１,保護乃助,保護者１１,,,,,ゆるふわ大学１１,,,,,15000,342,01,20180601111111,1,I4000011,100011,,,,13,国名１１,在留資格１１,,710106110011,720106110011,,,日本語学校名１１,201808,,日本語能力試験（JLPT）=N1;実用日本語検定（J.TEST）=1234;日本留学試験（EJU）=1234;日本の大学の卒業者=1,20180601000001,指導教員名１１,研究テーマ１１,母語１１,abc.def@hoge.com.11,,,JEP-TEST-11,,,,,,,,,,,829442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
てすと１２,四期,テスト１２,ヨンキ,TEST12,YONKI,20000112,男,100-0012,東京都なにがし１－２－３　テスト荘１２,,0,,03-1234-0012,090-5555-0012,080-2222-0012,てすと１２,保護乃助,保護者１２,,,,,ゆるふわ大学１２,,,,,15000,342,01,20180601111112,1,I4000012,100012,,,,13,国名１２,在留資格１２,,710106110012,720106110012,,,日本語学校名１２,201808,,日本語能力試験（JLPT）=N1;実用日本語検定（J.TEST）=1234;日本留学試験（EJU）=1234;日本の大学の卒業者=1,20180601000002,指導教員名１２,研究テーマ１２,母語１２,abc.def@hoge.com.12,,,JEP-TEST-12,,,,,,,,,,,839443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
てすと１３,四期,テスト１３,ヨンキ,TEST13,YONKI,20000113,男,100-0013,東京都なにがし１－２－３　テスト荘１３,,0,,03-1234-0013,090-5555-0013,080-2222-0013,てすと１３,保護乃助,保護者１３,,,,,ゆるふわ大学１３,,,,,15000,342,01,20180601111113,1,I4000013,100013,,,,13,国名１３,在留資格１３,,710106110013,720106110013,,,日本語学校名１３,201808,,日本語能力試験（JLPT）=N1;実用日本語検定（J.TEST）=1234;日本留学試験（EJU）=1234;日本の大学の卒業者=1,20180601000001,指導教員名１３,研究テーマ１３,母語１３,abc.def@hoge.com.13,,,JEP-TEST-13,,,,,,,,,,,849461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
てすと１４,四期,テスト１４,ヨンキ,TEST14,YONKI,20000114,男,100-0014,東京都なにがし１－２－３　テスト荘１４,,0,,03-1234-0014,090-5555-0014,080-2222-0014,てすと１４,保護乃助,保護者１４,,,,,ゆるふわ大学１４,,,,,15000,342,01,20180601111114,1,I4000014,100014,,,,13,国名１４,在留資格１４,,710106110014,720106110014,,,日本語学校名１４,201808,,日本語能力試験（JLPT）=N1;実用日本語検定（J.TEST）=1234;日本留学試験（EJU）=1234;日本の大学の卒業者=1,20180601000002,指導教員名１４,研究テーマ１４,母語１４,abc.def@hoge.com.14,,,JEP-TEST-14,,,,,,,,,,,859462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
